ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|1|1|1|157|157|7|8219025|2
2025|A2|12345|1|1|1|157|157|7|8219033|4
2025|A2|12345|1|1|1|157|157|7|8219041|28
2025|A2|12345|1|1|1|157|157|7|8219067|4
2025|A2|12345|1|1|1|157|157|7|8219083|1
2025|A2|12345|1|1|1|157|157|7|8219122|1
2025|A2|12345|1|1|1|157|157|7|8311011|2
2025|A2|12345|1|1|1|157|157|7|8312019|2
2025|A2|12345|1|1|1|157|157|7|8411019|3
2025|A2|12345|1|1|1|157|157|7|8412017|2
2025|A2|12345|1|1|1|157|157|7|8413015|11
2025|A2|12345|1|1|1|157|157|7|8414013|3
2025|A2|12345|1|1|1|157|157|7|8415011|2
2025|A2|12345|1|1|1|157|157|7|8421018|3
2025|A2|12345|1|1|1|157|157|7|8422016|2
2025|A2|12345|1|1|1|157|157|7|8424012|46
2025|A2|12345|1|1|1|157|157|7|8425010|5
2025|A2|12345|1|1|1|157|157|7|8426018|5
2025|A2|12345|1|1|1|157|157|7|8426026|1
2025|A2|12345|1|1|1|157|157|7|8427016|10
2025|A2|12345|1|1|1|157|157|7|8428014|2
2025|A2|12345|1|1|1|157|157|7|8429012|3
2025|A2|12345|1|1|1|157|157|7|8429038|13
2025|A2|12345|1|1|1|157|157|7|8429046|2
2025|A2|12345|1|1|1|157|157|7|8511017|5
2025|A2|12345|1|1|1|157|157|7|8519011|7
2025|A2|12345|1|1|1|157|157|7|8521016|2
2025|A2|12345|1|1|1|157|157|7|8522014|5
2025|A2|12345|1|1|1|157|157|7|8523012|1
2025|A2|12345|1|1|1|157|157|7|8524010|2
2025|A2|12345|1|1|1|157|157|7|8611015|13
2025|A2|12345|1|1|1|157|157|7|8612013|2
2025|A2|12345|1|1|1|157|157|7|8619019|2
2025|A2|12345|1|1|1|157|157|7|8711013|11
2025|A2|12345|1|1|1|157|157|7|8711021|224
2025|A2|12345|1|1|1|157|157|7|8712011|35
2025|A2|12345|1|1|1|157|157|7|8714017|1
2025|A2|12345|1|1|1|157|157|7|8721012|2
2025|A2|12345|1|1|1|157|157|7|8722010|102
2025|A2|12345|1|1|1|157|157|7|8723018|3
2025|A2|12345|1|1|1|157|157|7|8813017|2
2025|A2|12345|1|1|1|157|157|7|8814015|2
2025|A2|12345|1|1|1|157|157|7|8824014|2
2025|A2|12345|1|1|1|157|157|7|8825012|2
2025|A2|12345|1|1|1|157|157|7|8827018|4
2025|A2|12345|1|1|1|157|157|7|8829048|1
2025|A2|12345|1|1|1|157|157|7|8839013|1
2025|A2|12345|1|1|1|157|157|7|8839906|2
2025|A2|12345|1|1|1|157|157|7|8911019|22
2025|A2|12345|1|1|1|157|157|7|8913015|14
2025|A2|12345|1|1|1|157|157|7|8914013|4
2025|A2|12345|1|1|1|157|157|7|8915011|7
2025|A2|12345|1|1|1|157|157|7|8919013|14
2025|A2|12345|1|1|1|157|157|7|8921018|2
2025|A2|12345|1|1|1|157|157|7|8922016|17
2025|A2|12345|1|1|1|157|157|7|8922024|3
2025|A2|12345|1|1|1|157|157|7|8929020|3
2025|A2|12345|1|1|1|157|157|7|8932015|7
2025|A2|12345|1|1|1|157|157|7|8933013|43
2025|A2|12345|1|1|1|157|157|7|8934011|6
2025|A2|12345|1|1|1|157|157|7|8935019|47
2025|A2|12345|1|1|1|157|157|7|8936017|2
2025|A2|12345|1|1|1|157|157|7|8939011|1
2025|A2|12345|1|1|1|157|157|7|8941016|6
2025|A2|12345|1|1|1|157|157|7|8942014|10
2025|A2|12345|1|1|1|157|157|7|8944028|6
2025|A2|12345|1|1|1|157|157|7|8944098|40
2025|A2|12345|1|1|1|157|157|7|8949010|1
2025|A2|12345|1|1|1|157|157|7|8949888|11
2025|A2|12345|1|1|1|157|157|7|8949896|1
2025|A2|12345|1|1|1|157|157|7|8949903|21
2025|A2|12345|1|1|1|157|157|7|8991011|2491
2025|A2|12345|1|1|1|157|157|7|9112012|89
2025|A2|12345|1|1|1|157|157|7|9113010|37
2025|A2|12345|1|1|1|157|157|7|9115016|25
2025|A2|12345|1|1|1|157|157|7|9119018|10
2025|A2|12345|1|1|1|157|157|7|9121013|9
2025|A2|12345|1|1|1|157|157|7|9122011|7
2025|A2|12345|1|1|1|157|157|7|9129017|4
2025|A2|12345|1|1|1|157|157|7|9191016|1
2025|A2|12345|1|1|1|157|157|7|9211012|87
2025|A2|12345|1|1|1|157|157|7|9212010|19
2025|A2|12345|1|1|1|157|157|7|9213018|14
2025|A2|12345|1|1|1|157|157|7|9214016|8
2025|A2|12345|1|1|1|157|157|7|9215014|1
2025|A2|12345|1|1|1|157|157|7|9219016|2
2025|A2|12345|1|1|1|157|157|7|9221011|2
2025|A2|12345|1|1|1|157|157|7|9231010|1
2025|A2|12345|1|1|1|157|157|7|9231028|5
2025|A2|12345|1|1|1|157|157|7|9311044|2
2025|A2|12345|1|1|1|157|157|7|9322017|1
2025|A2|12345|1|1|1|157|157|7|9331018|14
2025|A2|12345|1|1|1|157|157|7|9411018|52
2025|A2|12345|1|1|1|157|157|7|9411026|58
2025|A2|12345|1|1|1|157|157|7|9411034|100
2025|A2|12345|1|1|1|157|157|7|9411901|2
2025|A2|12345|1|1|1|157|157|7|9411919|1
2025|A2|12345|1|1|1|157|157|7|9411998|28
2025|A2|12345|1|1|1|157|157|7|9471012|1
2025|A2|12345|1|1|1|157|157|7|9911018|1
2025|A2|12345|1|1|1|157|157|7|9912024|3
2025|A2|12345|1|1|1|157|157|7|9919012|50
2025|A2|12345|1|1|1|157|157|7|9999999|335
2025|A2|12345|1|1|1|157|157|7|0|255
2025|A2|12345|1|3|1|157|157|7|0|1
2025|A2|12345|1|5|1|157|157|7|111089|2
2025|A2|12345|1|5|1|157|157|7|2093011|3
2025|A2|12345|1|5|1|157|157|7|2639013|2
2025|A2|12345|1|5|1|157|157|7|3699024|1
2025|A2|12345|1|5|1|157|157|7|3793024|2
2025|A2|12345|1|5|1|157|157|7|6114011|2
2025|A2|12345|1|5|1|157|157|7|6131023|2
2025|A2|12345|1|5|1|157|157|7|6216023|1
2025|A2|12345|1|5|1|157|157|7|6233019|1
2025|A2|12345|1|5|1|157|157|7|6325030|2
2025|A2|12345|1|5|1|157|157|7|8711021|3
2025|A2|12345|1|5|1|157|157|7|8933013|2
2025|A2|12345|1|5|1|157|157|7|8991011|2
2025|A2|12345|1|5|1|157|157|7|9919012|2
2025|A2|12345|1|15|1|157|157|7|2012011|2
2025|A2|12345|1|15|1|157|157|7|2093011|1
2025|A2|12345|1|15|1|157|157|7|2432011|1
2025|A2|12345|1|15|1|157|157|7|2612019|2
2025|A2|12345|1|15|1|157|157|7|3593028|1
2025|A2|12345|1|15|1|157|157|7|4111019|1
2025|A2|12345|1|15|1|157|157|7|4111944|1
2025|A2|12345|1|15|1|157|157|7|5011010|1
2025|A2|12345|1|15|1|157|157|7|6131023|3
2025|A2|12345|1|15|1|157|157|7|6212013|1
2025|A2|12345|1|15|1|157|157|7|6513015|1
2025|A2|12345|1|15|1|157|157|7|8219041|2
2025|A2|12345|1|15|1|157|157|7|8424012|2
2025|A2|12345|1|15|1|157|157|7|8991011|5
2025|A2|12345|1|15|1|157|157|7|9112012|1
2025|A2|12345|1|15|1|157|157|7|9113010|2
2025|A2|12345|1|15|1|157|157|7|9115016|2
2025|A2|12345|1|15|1|157|157|7|9411018|3
2025|A2|12345|1|15|1|157|157|7|9411026|3
2025|A2|12345|1|15|1|157|157|7|9411034|4
2025|A2|12345|1|15|1|157|157|7|9999999|1
2025|A2|12345|2|1|1|157|157|7|111047|1
2025|A2|12345|2|1|1|157|157|7|111063|1
2025|A2|12345|2|1|1|157|157|7|111089|1
2025|A2|12345|2|1|1|157|157|7|111104|1
2025|A2|12345|2|1|1|157|157|7|142084|1
2025|A2|12345|2|1|1|157|157|7|149907|1
2025|A2|12345|2|1|1|157|157|7|212019|2
2025|A2|12345|2|1|1|157|157|7|219015|1
2025|A2|12345|2|1|1|157|157|7|222018|1
2025|A2|12345|2|1|1|157|157|7|313015|2
2025|A2|12345|2|1|1|157|157|7|1111012|2
2025|A2|12345|2|1|1|157|157|7|2071017|1
2025|A2|12345|2|1|1|157|157|7|2098029|1
2025|A2|12345|2|1|1|157|157|7|2131027|1
2025|A2|12345|2|1|1|157|157|7|2419069|1
2025|A2|12345|2|1|1|157|157|7|2432011|2
2025|A2|12345|2|1|1|157|157|7|2711019|1
2025|A2|12345|2|1|1|157|157|7|3212024|1
2025|A2|12345|2|1|1|157|157|7|3342011|1
2025|A2|12345|2|1|1|157|157|7|3516054|1
2025|A2|12345|2|1|1|157|157|7|3596014|1
