ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|3|1|1|157|157|15|3111010|3
2025|A2|12345|3|1|1|157|157|15|3112018|5
2025|A2|12345|3|1|1|157|157|15|3113016|7
2025|A2|12345|3|1|1|157|157|15|3200003|1
2025|A2|12345|3|1|1|157|157|15|3211018|2
2025|A2|12345|3|1|1|157|157|15|3212016|2
2025|A2|12345|3|1|1|157|157|15|3212024|7
2025|A2|12345|3|1|1|157|157|15|3219012|1
2025|A2|12345|3|1|1|157|157|15|3219038|3
2025|A2|12345|3|1|1|157|157|15|3221017|7
2025|A2|12345|3|1|1|157|157|15|3222015|6
2025|A2|12345|3|1|1|157|157|15|3222023|1
2025|A2|12345|3|1|1|157|157|15|3223021|1
2025|A2|12345|3|1|1|157|157|15|3229045|59
2025|A2|12345|3|1|1|157|157|15|3229053|28
2025|A2|12345|3|1|1|157|157|15|3229079|6
2025|A2|12345|3|1|1|157|157|15|3311016|1
2025|A2|12345|3|1|1|157|157|15|3319010|4
2025|A2|12345|3|1|1|157|157|15|3319036|1
2025|A2|12345|3|1|1|157|157|15|3319044|1
2025|A2|12345|3|1|1|157|157|15|3321015|4
2025|A2|12345|3|1|1|157|157|15|3322021|1
2025|A2|12345|3|1|1|157|157|15|3323029|2
2025|A2|12345|3|1|1|157|157|15|3323045|2
2025|A2|12345|3|1|1|157|157|15|3329027|2
2025|A2|12345|3|1|1|157|157|15|3332012|1
2025|A2|12345|3|1|1|157|157|15|3332020|1
2025|A2|12345|3|1|1|157|157|15|3341039|6
2025|A2|12345|3|1|1|157|157|15|3342011|1
2025|A2|12345|3|1|1|157|157|15|3353018|1
2025|A2|12345|3|1|1|157|157|15|3400009|4
2025|A2|12345|3|1|1|157|157|15|3411022|4
2025|A2|12345|3|1|1|157|157|15|3411030|4
2025|A2|12345|3|1|1|157|157|15|3411915|1
2025|A2|12345|3|1|1|157|157|15|3412012|4
2025|A2|12345|3|1|1|157|157|15|3413010|10
2025|A2|12345|3|1|1|157|157|15|3423027|10
2025|A2|12345|3|1|1|157|157|15|3429017|1
2025|A2|12345|3|1|1|157|157|15|3511012|1
2025|A2|12345|3|1|1|157|157|15|3513026|6
2025|A2|12345|3|1|1|157|157|15|3515022|2
2025|A2|12345|3|1|1|157|157|15|3516038|20
2025|A2|12345|3|1|1|157|157|15|3516046|6
2025|A2|12345|3|1|1|157|157|15|3516054|50
2025|A2|12345|3|1|1|157|157|15|3521037|5
2025|A2|12345|3|1|1|157|157|15|3531010|6
2025|A2|12345|3|1|1|157|157|15|3531028|3
2025|A2|12345|3|1|1|157|157|15|3532018|2
2025|A2|12345|3|1|1|157|157|15|3591022|8
2025|A2|12345|3|1|1|157|157|15|3592012|1
2025|A2|12345|3|1|1|157|157|15|3593010|3
2025|A2|12345|3|1|1|157|157|15|3593028|1
2025|A2|12345|3|1|1|157|157|15|3595016|1
2025|A2|12345|3|1|1|157|157|15|3595040|3
2025|A2|12345|3|1|1|157|157|15|3596014|7
2025|A2|12345|3|1|1|157|157|15|3596022|1
2025|A2|12345|3|1|1|157|157|15|3599034|1
2025|A2|12345|3|1|1|157|157|15|3599092|6
2025|A2|12345|3|1|1|157|157|15|3599133|5
2025|A2|12345|3|1|1|157|157|15|3600005|1
2025|A2|12345|3|1|1|157|157|15|3611010|5
2025|A2|12345|3|1|1|157|157|15|3611028|1
2025|A2|12345|3|1|1|157|157|15|3621019|6
2025|A2|12345|3|1|1|157|157|15|3621027|15
2025|A2|12345|3|1|1|157|157|15|3631018|1
2025|A2|12345|3|1|1|157|157|15|3639905|4
2025|A2|12345|3|1|1|157|157|15|3639913|2
2025|A2|12345|3|1|1|157|157|15|3641017|2
2025|A2|12345|3|1|1|157|157|15|3641025|2
2025|A2|12345|3|1|1|157|157|15|3692010|7
2025|A2|12345|3|1|1|157|157|15|3693018|3
2025|A2|12345|3|1|1|157|157|15|3694016|1
2025|A2|12345|3|1|1|157|157|15|3694024|1
2025|A2|12345|3|1|1|157|157|15|3697010|3
2025|A2|12345|3|1|1|157|157|15|3699016|2
2025|A2|12345|3|1|1|157|157|15|3699024|44
2025|A2|12345|3|1|1|157|157|15|3699032|15
2025|A2|12345|3|1|1|157|157|15|3700003|3
2025|A2|12345|3|1|1|157|157|15|3711018|2
2025|A2|12345|3|1|1|157|157|15|3722015|1
2025|A2|12345|3|1|1|157|157|15|3723013|5
2025|A2|12345|3|1|1|157|157|15|3729011|1
2025|A2|12345|3|1|1|157|157|15|3731016|12
2025|A2|12345|3|1|1|157|157|15|3731024|3
2025|A2|12345|3|1|1|157|157|15|3793016|4
2025|A2|12345|3|1|1|157|157|15|3793024|7
2025|A2|12345|3|1|1|157|157|15|3793032|7
2025|A2|12345|3|1|1|157|157|15|3799014|3
2025|A2|12345|3|1|1|157|157|15|3799030|2
2025|A2|12345|3|1|1|157|157|15|3800001|1
2025|A2|12345|3|1|1|157|157|15|3811016|8
